,Dialogue Index,Utterance Index,Speaker Index,Utterance,Emotions,Sentiments,Dialogue Acts
3885,163,3,2,It arrives at 05:51 . The train will be departing from cambridge . The booking is for arriving in london kings cross . Their ID is TR8272 . It leaves at 05:00. Ok I will book that for you and get you a confirmation number.,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
3886,163,4,1,arrival should be by 14:15\,0,0,dict_keys([])
3887,163,5,2,How many tickets do you need ?,-1,-1,dict_keys(['Train-Request'])
3888,163,6,1,I need train from cambridge to cambridge on thursday,2,1,dict_keys([])
3889,163,7,2,The train is for thursday you are all set. The train will be departing from cambridge . It leaves at 05:00.,-1,-1,dict_keys(['Train-Inform'])
3890,163,8,1,Arrival time,0,0,dict_keys([])
3891,163,9,2,How many tickets would you like ?,-1,-1,dict_keys(['Train-Request'])
3892,163,10,1,1,0,0,dict_keys([])
3893,163,11,2,The arrival time is 05:51 . The train is for thursday you are all set. The train will be departing from cambridge . The train stop is london kings cross . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Train-Inform'])"
3894,163,12,1,Price of ticket,0,0,dict_keys([])
3895,163,13,2,I have a train leaving at 05:00 would that be okay ? The price is 23.60 pounds .,-1,-1,dict_keys(['Train-Inform'])
3896,163,14,1,I need train to cambrige on thursday  arrives at 14:15,2,1,dict_keys([])
3897,163,15,2,Where will you be leaving from ?,-1,-1,dict_keys(['Train-Request'])
3898,163,16,1,cambridge,2,1,dict_keys([])
3899,163,17,2,It departs from cambridge . The booking is for arriving in london kings cross . There is a train meeting your criteria and is leaving at 05:00 .,-1,-1,dict_keys(['Train-Inform'])
3900,163,18,1,Price of ticket and train id please,2,1,dict_keys([])
3901,163,19,2,The price of those tickets are 23.60 pounds .,-1,-1,dict_keys(['Train-Inform'])
3902,163,20,1,train id,2,1,dict_keys([])
3903,163,21,2,There are 404 options. Where are you heading to ?,-1,-1,"dict_keys(['Train-Request', 'Train-Inform'])"
3904,163,22,1,Cambridge,2,1,dict_keys([])
3905,163,23,2,There are 404 . Is there a time you would like to get there by ?,-1,-1,"dict_keys(['Train-Request', 'Train-Inform'])"
3906,163,24,1,Arrival time 14:15 on thursday,2,1,dict_keys([])
3907,163,25,2,It arrives at 05:51 . The train stop is london kings cross . TR8272 would be your perfect fit . I would say you should leave by 05:00. Would you like me to book this train for you ?,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
3908,163,26,1,I am looking for college in the centre of the town,0,0,dict_keys([])
3909,163,27,2,"I ' m sorry for the confusion , what attraction are you interested in ?",-1,-1,dict_keys(['Attraction-Request'])
3910,163,28,1,college,2,1,dict_keys([])
3911,163,29,2,I do n't have anything meeting that criteria . Do you have a preference for the area of town you wish to visit ? What type of attraction are you interested in ?,-1,-1,"dict_keys(['Attraction-NoOffer', 'Attraction-Request'])"
3912,163,30,1,tourist,0,0,dict_keys([])
3913,163,31,2,"Sure , there are 13 options for you. It 's considered a college .",-1,-1,"dict_keys(['Attraction-Select', 'Attraction-Inform'])"
3914,163,32,1,Yes,0,0,dict_keys([])
3915,163,33,2,"I recommend christ's college , it 's got a lot of great features to watch !.",-1,-1,dict_keys(['Attraction-Recommend'])
3916,163,34,1,Is it located in centre,0,0,dict_keys([])
3917,163,35,2,It is in the centre of the city. It 's a college attraction . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
3918,163,36,1,address,0,0,dict_keys([])
3919,163,37,2,Saint andrew's street is the address. Its entrance fee is free . It will be located in the centre . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform', 'Attraction-Recommend'])"
3920,164,0,1,attraction in centre,0,0,dict_keys([])
3921,164,1,2,I think a fun place to visit is adc theatre . It is listed as a theatre attraction .,-1,-1,dict_keys(['Attraction-Inform'])
3922,164,2,1,yes,0,0,dict_keys([])
3923,164,3,2,You are more than welcome !. You are welcome.,-1,-1,"dict_keys(['general-greet', 'general-welcome'])"
3924,164,4,1,type,0,0,dict_keys([])
3925,164,5,2,It is listed as a theatre attraction . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
3926,164,6,1,postcode,0,0,dict_keys([])
3927,164,7,2,Would you like adc theatre ? The post code is cb58as . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Recommend'])"
3928,164,8,1,adress,0,0,dict_keys([])
3929,164,9,2,"Here is the phone number , 01223300085 . Thank you for contacting the help desk . Have a great day .",-1,-1,"dict_keys(['general-greet', 'Attraction-Inform'])"
3930,164,10,1,looking hotel north,0,0,dict_keys([])
3931,164,11,2,Is there anything else I can help you with ?,-1,-1,dict_keys(['general-reqmore'])
3932,164,12,1,hotel north,2,1,dict_keys([])
3933,164,13,2,It offers free parking .,-1,-1,dict_keys(['Hotel-Inform'])
3934,164,14,1,ok,0,0,dict_keys([])
3935,164,15,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
3936,164,16,1,4 stars,0,0,dict_keys([])
3937,164,17,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
3938,164,18,1,hotel in the north,2,1,dict_keys([])
3939,164,19,2,Would you like a guesthouse or a hotel ?,-1,-1,dict_keys(['Hotel-Request'])
3940,164,20,1,west area,0,0,dict_keys([])
3941,164,21,2,What price range do you prefer ?,-1,-1,dict_keys(['Hotel-Request'])
3942,164,22,1,expensive,0,0,dict_keys([])
3943,164,23,2,There are 2 of those .,-1,-1,"dict_keys(['Hotel-Select', 'Hotel-Inform'])"
3944,164,24,1,adress,0,0,dict_keys([])
3945,164,25,2,Sorry about that ! how about huntingdon marriott hotel ? The phone number is 01480446000 . It is a hotel .,-1,-1,dict_keys(['Hotel-Inform'])
3946,165,0,1,i am looking for a taxi that should go jesus green outdoor pool,0,0,dict_keys([])
3947,165,1,2,Where will you be leaving from ?,-1,-1,dict_keys(['Taxi-Request'])
3948,165,2,1,whale of a time ,0,0,dict_keys([])
3949,165,3,2,Would you like me to book it ?,-1,-1,dict_keys(['Booking-Inform'])
3950,165,4,1,yes but the taxi should arrive at 19.30,0,0,dict_keys([])
3951,165,5,2,When would you like to arrive by ?,-1,-1,dict_keys(['Taxi-Request'])
3952,165,6,1,by the time i leave it,0,0,dict_keys([])
3953,165,7,2,,-1,-1,dict_keys([])
3954,165,8,1,21.30,2,1,dict_keys([])
3955,165,9,2,,-1,-1,dict_keys([])
3956,165,10,1,i like to arrive by 19.2,2,1,dict_keys([])
3957,165,11,2,Where will you be departing from ?,-1,-1,dict_keys(['Train-Request'])
3958,165,12,1,from whale of a time,2,1,dict_keys([])
3959,165,13,2,,-1,-1,dict_keys([])
3960,165,14,1,iam departing from whale of a time,2,1,dict_keys([])
3961,165,15,2,When is your arrival time ? Can you tell me what time you would like the taxi to pick you up ?,-1,-1,dict_keys(['Taxi-Request'])
3962,165,16,1,taxi should pick up by the time 19.30,2,1,dict_keys([])
3963,165,17,2,What is the destination ? What time will you be leaving .,-1,-1,dict_keys(['Taxi-Request'])
3964,165,18,1,the destination is jesus green outdoor pool and i am leaving at 21.30,2,1,dict_keys([])
3965,165,19,2,What time would you like to arrive at your destination ? You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['Taxi-Request', 'general-reqmore'])"
3966,165,20,1,i need arrive the destination at 20.00 and i need to book the taxi,2,1,dict_keys([])
3967,165,21,2,,-1,-1,dict_keys([])
3968,165,22,1,i need to book the taxi,2,1,dict_keys([])
3969,165,23,2,When would you like to leave ?,-1,-1,dict_keys(['Taxi-Request'])
3970,165,24,1,i am like to leave at 21.30,2,1,dict_keys([])
3971,165,25,2,,-1,-1,dict_keys([])
3972,165,26,1,i am looking for a taxi that should go jesus green outdoor pool,2,1,dict_keys([])
3973,165,27,2,When would you like to arrive by ? What time would you like to leave ?,-1,-1,dict_keys(['Taxi-Request'])
3974,165,28,1,i am arrive at 19.20 . leave at 21.30,2,1,dict_keys([])
3975,165,29,2,A toyota is booked for you . I have booked a taxi to pick you up at none . I have booked a taxi to take you to none for your reservation . Their contact number is 37379559346.,-1,-1,dict_keys(['Taxi-Inform'])
3976,166,0,1, looking for a place to stay. The hotel should have a star of 3. The hotel should be in the south. The hotel should be in the expensive price range. Make sure to ask if the hotel includes free parking.,0,0,dict_keys([])
3977,166,1,2,Would you like for me to try and make a reservation ? It is in the south area . The place provides free wifi . It has a rating of 3 stars . How about bridge guest house ? It has all the attributes you requested and a great name !.,-1,-1,"dict_keys(['Booking-Inform', 'Hotel-Inform', 'Hotel-Recommend'])"
3978,166,2,1,The hotel should be in the south.,0,0,dict_keys([])
3979,166,3,2,What day would you like to book ?,-1,-1,dict_keys(['Booking-Request'])
3980,166,4,1,The hotel should be in the expensive price range. Make sure to ask if the hotel includes free parking.,0,0,dict_keys([])
3981,166,5,2,"Would you like me to book it ? Yes , I would suggest bridge guest house. It is in the moderate price range . It is rated 3 stars , is that okay ? Of course , would a guesthouse be OK ? Thank you for contacting us and have a nice day .",-1,-1,"dict_keys(['Booking-Inform', 'general-greet', 'Hotel-Recommend'])"
3982,166,6,1,tahnk you,6,2,dict_keys([])
3983,166,7,2,How many people will be with you ?,-1,-1,dict_keys(['Booking-Request'])
3984,166,8,1,thank you,6,2,dict_keys([])
3985,166,9,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
3986,166,10,1, seeing local tourist attractions. You are looking for a particular attraction. Its name is called the junction.,0,0,dict_keys([])
3987,166,11,2,"Here is the phone number , 01223511511 . Is there anything else I can help you with today ?",-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
3988,166,12,1,address,0,0,dict_keys([])
3989,166,13,2,Their address in our system is listed as clifton way . Would you like me to book it ?,-1,-1,"dict_keys(['Booking-Inform', 'Attraction-Inform'])"
3990,166,14,1,type of attractions,0,0,dict_keys([])
3991,166,15,2,Their entrance fee is ? by our system currently . It is listed as theatre . The wifi is included .,-1,-1,"dict_keys(['Attraction-Inform', 'Hotel-Inform'])"
3992,167,0,1,I need a restaurant in the centre,0,0,dict_keys([])
3993,167,1,2,How many people is the reservation for ? There are 69 available restaurants .,-1,-1,"dict_keys(['Booking-Request', 'Restaurant-Inform'])"
3994,167,2,1,5 people,0,0,dict_keys([])
3995,167,3,2,"Unfortunately the booking was not successful . Ok , what day would you like to make the reservation on ? What time are you looking for a reservation at ?",-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
3996,167,4,1,Tomorrow ,0,0,dict_keys([])
3997,167,5,2,I was able to get you that reservation on none . I have booked for 5 people .,-1,-1,dict_keys(['Booking-Book'])
3998,167,6,1,Yes,0,0,dict_keys([])
3999,167,7,2,"I am sorry they do not have a table at none , perhaps another restaurant ?",-1,-1,dict_keys(['Booking-NoBook'])
4000,167,8,1,Yes,0,0,dict_keys([])
4001,167,9,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
4002,167,10,1,I need a restaurant in the centre,2,1,dict_keys([])
4003,167,11,2,It is in the centre area . Do you have an area preference ? What cuisine are you interested in ? Is there a price range you would prefer to stay within ?,-1,-1,"dict_keys(['Restaurant-Request', 'Restaurant-Inform'])"
4004,167,12,1,French food,0,0,dict_keys([])
4005,167,13,2,I have n't found any in the none. I ' m sorry I have no restaurants serving none food . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-NoOffer'])"
4006,167,14,1,Italian food,2,1,dict_keys([])
4007,167,15,2,Would you like me to book it ? It is italian food . How about pizza hut city centre ? It is a cheap restaurant .,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Inform'])"
4008,167,16,1,Cheap,0,0,dict_keys([])
4009,167,17,2,I have 9 options for you !. What cuisine are you interested in ?,-1,-1,"dict_keys(['Restaurant-Request', 'Restaurant-Inform'])"
4010,167,18,1,Pizza,0,0,dict_keys([])
4011,167,19,2,The pizza hut city centre is a nice place would you like to try that one ?,-1,-1,dict_keys(['Restaurant-Recommend'])
4012,167,20,1,Ok,0,0,dict_keys([])
4013,167,21,2,Would you like for me to try and make a reservation ? It is in the centre area .,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Inform'])"
4014,167,22,1,Yes,0,0,dict_keys([])
4015,167,23,2,I have 9 options for you. Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Inform'])"
4016,167,24,1,Yes,2,1,dict_keys([])
4017,167,25,2,"Okay , how about pizza hut city centre ?",-1,-1,dict_keys(['Restaurant-Inform'])
4018,167,26,1,Yes,2,1,dict_keys([])
4019,167,27,2,You are very welcome . Goodbye .,-1,-1,dict_keys(['general-bye'])
4020,168,0,1,I am looking for a hotel,0,0,dict_keys([])
4021,168,1,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
4022,168,2,1,I am looking for a hotel in the centre with a 0 star rating,0,0,dict_keys([])
4023,168,3,2,,-1,-1,dict_keys([])
4024,168,4,1,I need the hotels phone number,2,1,dict_keys([])
4025,168,5,2,The phone number is 01223304050 . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform'])"
4026,168,6,1,I need the hotel's post code and address,0,0,dict_keys([])
4027,168,7,2,"It is located at sleeperz hotel, station road. Okay , how about cityroomz ? Did you need any further assistance today ?",-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform'])"
4028,168,8,1,I need to book it for three people on wednesday,0,0,dict_keys([])
4029,168,9,2,"Okay , so you would like the reservation for wednesday ? How many nights will you be staying ?",-1,-1,"dict_keys(['Booking-Request', 'Booking-Inform'])"
4030,168,10,1,2 nights,0,0,dict_keys([])
4031,168,11,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
4032,168,12,1,I need a cheap local resteraunt,0,0,dict_keys([])
4033,168,13,2,I will book it for you and get a reference number ? Pizza hut city centre sounds like it might be what you are looking for . Thank you for contacting us and have a nice day .,-1,-1,"dict_keys(['Booking-Inform', 'general-greet', 'Restaurant-Recommend'])"
4034,168,14,1,what is the post code and address for pizza hut,0,0,dict_keys([])
4035,168,15,2,Their address is Regent Street City Centre . The postcode is cb21ab . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Inform'])"
4036,168,16,1,I need to book a taxi to commute between two places,0,0,dict_keys([])
4037,168,17,2,How does the pizza hut city centre sound ? Their phone number is 01223323737.,-1,-1,dict_keys(['Restaurant-Inform'])
4038,168,18,1,i need a taxi,2,1,dict_keys([])
4039,168,19,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
4040,168,20,1,"yes, I need a taxi",2,1,dict_keys([])
4041,168,21,2,I will go ahead and book that now .,-1,-1,dict_keys(['Booking-Inform'])
4042,168,22,1,I need a taxi to pick me up at the hotel after 17;00,2,1,dict_keys([])
4043,168,23,2,I will book it for you and get a reference number ?,-1,-1,dict_keys(['Booking-Inform'])
4044,168,24,1,what is the car type of the taxi,0,0,dict_keys([])
4045,168,25,2,"I ' m sorry , I was unable to reserve rooms . Would you like to try anything else ? Did you need any further assistance today ?",-1,-1,"dict_keys(['Booking-NoBook', 'general-reqmore'])"
4046,168,26,1,what is the phone number of the taxi,2,1,dict_keys([])
4047,168,27,2,There is no listing for this restaurant. Did you need any further assistance today ?,-1,-1,"dict_keys(['Restaurant-NoOffer', 'general-reqmore'])"
4048,169,0,1,I am looking for local restaurants that serve british food,0,0,dict_keys([])
4049,169,1,2,It 's in the moderate price range .,-1,-1,dict_keys(['Restaurant-Inform'])
4050,169,2,1,What is the name of the restaurant?,0,0,dict_keys([])
4051,169,3,2,We have 11 such places . What type of food would you like ?,-1,-1,"dict_keys(['Restaurant-Request', 'Restaurant-Inform'])"
4052,169,4,1,British food,0,0,dict_keys([])
4053,169,5,2,The restaurant one seven is a nice place would you like to try that one ?,-1,-1,dict_keys(['Restaurant-Recommend'])
4054,169,6,1,Could you book me a table for 4 people at 14:30 on wednesday at One Seven?,0,0,dict_keys([])
4055,169,7,2,Your reference number is 00000013 .,-1,-1,dict_keys(['Booking-Book'])
4056,169,8,1,Could you book me a table for 4 people on wednesday at 14:30 at the restaurant One Seven?,2,1,dict_keys([])
4057,169,9,2,"I ' m sorry , I was unable to reserve rooms . Would you like to try anything else ? What day would you like to book ? For what time ?",-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
4058,169,10,1,Yes can you make reservations at the restaurant One Seven?,2,1,dict_keys([])
4059,169,11,2,Booking was unsuccessful do you have any other preference ? What day would you like your booking for ? For what time ?,-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
4060,169,12,1,I would like to make reservations for a restaurant that serves British food?,0,0,dict_keys([])
4061,169,13,2,"I am sorry they do not have a table at none , perhaps another restaurant ? What day will you be staying ? What time should I make the reservation for ?",-1,-1,"dict_keys(['Booking-Request', 'Booking-NoBook'])"
4062,169,14,1,Can I make reservations at the restaurant One Seven for thursday?,0,0,dict_keys([])
4063,169,15,2,I ' m sorry those are not available . What time would you like the reservation for ?,-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
4064,169,16,1,I would to make a reservation for 14:30,0,0,dict_keys([])
4065,169,17,2,I have also reserved for thursday. I was able to book it for you for 4 people . Would 14:30 be a convenient time for you ? Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Booking-Book'])"
4066,169,18,1,14:30 would be a convenient time for me.,0,0,dict_keys([])
4067,169,19,2,Unfortunately the booking was not successful . Is there anything else I can help you with ?,-1,-1,"dict_keys(['Booking-NoBook', 'general-reqmore'])"
4068,169,20,1,I would like to book a train ,0,0,dict_keys([])
4069,169,21,2,I booked you at 1. Would 51 minutes be a convenient time for you ?,-1,-1,dict_keys(['Booking-Book'])
4070,169,22,1,I would like to book a train that departs from london kings cross on friday,0,0,dict_keys([])
4071,169,23,2,There are 404 . When would you like to travel ?,-1,-1,"dict_keys(['Train-Request', 'Train-Inform'])"
4072,169,24,1,At 17:15 on friday,0,0,dict_keys([])
4073,169,25,2,"I ' m sorry , I was unable to reserve rooms . Would you like to try anything else ? What time should I make the reservation for ?",-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
4074,170,0,1,looking for a train. The train should depart from cambridge.,0,0,dict_keys([])
4075,170,1,2,Where are you headed ?,-1,-1,dict_keys(['Train-Request'])
4076,170,2,1, london liverpool street.,0,0,dict_keys([])
4077,170,3,2,What day did you have in mind ?,-1,-1,dict_keys(['Train-Request'])
4078,170,4,1,friday.,0,0,dict_keys([])
4079,170,5,2,I would recommend the train that leaves at 05:00 . Would you like me to book that ? You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Train-OfferBook'])"
4080,170,6,1,The train should leave after 14:00.,0,0,dict_keys([])
4081,170,7,2,There is a train that leaves at 05:00 .,-1,-1,dict_keys(['Train-Inform'])
4082,170,8,1,ok.  get me train ID.,0,0,dict_keys([])
4083,170,9,2,Their ID is TR5767 . There is a train meeting your criteria and is leaving at 05:00 . Would you like me to reserve your train tickets ?,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
4084,170,10,1,also looking for local tourist attractions. The attraction should be in the type of museum.,0,0,dict_keys([])
4085,170,11,2,,-1,-1,dict_keys([])
4086,170,12,1,also looking for local tourist attractions. The attraction should be in the type of museum.,2,1,dict_keys([])
4087,170,13,2,We have 23 such location . What type of attractions are you interested in ?,-1,-1,"dict_keys(['Attraction-Request', 'Attraction-Inform'])"
4088,170,14,1,museum.,2,1,dict_keys([])
4089,170,15,2,The phone number is 01223314960 . You would love broughton house gallery.,-1,-1,"dict_keys(['Attraction-Inform', 'Attraction-Recommend'])"
4090,170,16,1,entrance fee ?,0,0,dict_keys([])
4091,170,17,2,Their entrance fee is free by our system currently .,-1,-1,dict_keys(['Attraction-Inform'])
4092,170,18,1, address?,0,0,dict_keys([])
4093,170,19,2,They are located at 98 king street . I would suggest broughton house gallery . Their postcode is cb11ln . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Recommend'])"
4094,170,20,1,phone number?,0,0,dict_keys([])
4095,170,21,2,The phone number is 01223314960 . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
4096,171,0,1,restaurants in centre position,0,0,dict_keys([])
4097,171,1,2,I have 69 options for you !. Is there a certain kind of food you would like ?,-1,-1,"dict_keys(['Restaurant-Request', 'Restaurant-Inform'])"
4098,171,2,1,show me ,0,0,dict_keys([])
4099,171,3,2,Would you like me to book it ?,-1,-1,dict_keys(['Booking-Inform'])
4100,171,4,1,would they serve mordern european food,0,0,dict_keys([])
4101,171,5,2,Is there anything else I can help you with ?,-1,-1,dict_keys(['general-reqmore'])
4102,171,6,1,book it,0,0,dict_keys([])
4103,171,7,2,I was able to book you for none . Do you have any specific type of food you would like ?,-1,-1,"dict_keys(['Restaurant-Request', 'Booking-Book'])"
4104,171,8,1,european food,0,0,dict_keys([])
4105,171,9,2,Would you like me to book it ? It is in the centre area . It is european food .,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Inform'])"
4106,171,10,1,ok book it,0,0,dict_keys([])
4107,171,11,2,Is there a price range you would prefer to stay within ?,-1,-1,dict_keys(['Restaurant-Request'])
4108,171,12,1,no,0,0,dict_keys([])
4109,171,13,2,Shall I try to start and book you into one ? I would suggest eraina .,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Recommend'])"
4110,171,14,1,address,0,0,dict_keys([])
4111,171,15,2,Their address is Free School Lane City Centre . The number there is 01223368786 .,-1,-1,dict_keys(['Restaurant-Inform'])
4112,171,16,1,you can book it,0,0,dict_keys([])
4113,171,17,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
4114,171,18,1,nothing ,0,0,dict_keys([])
4115,171,19,2,It is in the centre area . I have 4 options for you !. What price range are you looking for ?,-1,-1,"dict_keys(['Restaurant-Request', 'Restaurant-Inform'])"
4116,171,20,1,book it \,2,1,dict_keys([])
4117,171,21,2,They are in the expensive price range .,-1,-1,dict_keys(['Restaurant-Inform'])
4118,171,22,1,its ok,0,0,dict_keys([])
4119,171,23,2,How does the eraina sound ? Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Inform'])"
4120,171,24,1,nothing,0,0,dict_keys([])
4121,171,25,2,How about eraina ?,-1,-1,dict_keys(['Restaurant-Inform'])
4122,171,26,1,dont know,2,1,dict_keys([])
4123,171,27,2,Would you like to try eraina ?,-1,-1,dict_keys(['Restaurant-Inform'])
4124,171,28,1,yes,2,1,dict_keys([])
4125,171,29,2,Would you like me to book it ? It is at Free School Lane City Centre. The phone number is 01223368786 .,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Inform'])"
4126,171,30,1,ok,0,0,dict_keys([])
4127,171,31,2,Do you have a time preference ?,-1,-1,dict_keys(['Booking-Request'])
4128,171,32,1,no,0,0,dict_keys([])
4129,171,33,2,Do you have a price range ?,-1,-1,dict_keys(['Restaurant-Request'])
4130,171,34,1,no,0,0,dict_keys([])
4131,171,35,2,How many people will be ?,-1,-1,dict_keys(['Booking-Request'])
4132,171,36,1,dont know,0,0,dict_keys([])
4133,171,37,2,,-1,-1,dict_keys([])
4134,172,0,1,can you tell me the restaurant in the north?,0,0,dict_keys([])
4135,172,1,2,I will book it for you and get a reference number ? Do you prefer da vinci pizzeria name ?,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Select'])"
4136,172,2,1,ok tell me the phone number,0,0,dict_keys([])
4137,172,3,2,The number there is 01223351707 . I recommend da vinci pizzeria.,-1,-1,"dict_keys(['Restaurant-Inform', 'Restaurant-Recommend'])"
4138,172,4,1,i want to book a table,0,0,dict_keys([])
4139,172,5,2,The number there is 01223351707 .,-1,-1,dict_keys(['Restaurant-Inform'])
4140,172,6,1,ok can I book a table in the restaurant?,2,1,dict_keys([])
4141,172,7,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
4142,172,8,1,How i book a table?,2,1,dict_keys([])
4143,172,9,2,Goodbye . If you think of anything else you need do n't hesitate to contact us .,-1,-1,dict_keys(['general-bye'])
4144,172,10,1,I want to book a table for 8 people,2,1,dict_keys([])
4145,172,11,2,The da vinci pizzeria seems appropriate . i have booked it for you . Do you prefer italian food ?,-1,-1,"dict_keys(['Booking-Book', 'Restaurant-Select'])"
4146,172,12,1,yes I prefer italian food,0,0,dict_keys([])
4147,172,13,2,How many people is the reservation for ? Is there anything else I can help you with today ?,-1,-1,"dict_keys(['Booking-Request', 'general-reqmore'])"
4148,172,14,1,for 8 people,2,1,dict_keys([])
4149,172,15,2,What day would you like that reservation ?,-1,-1,dict_keys(['Booking-Request'])
4150,172,16,1,I would like to reservation on monday,0,0,dict_keys([])
4151,172,17,2,For how many people ?,-1,-1,dict_keys(['Booking-Request'])
4152,172,18,1,for 8 people,2,1,dict_keys([])
4153,172,19,2,Shall I try to start and book you into one ? For what time ?,-1,-1,"dict_keys(['Booking-Inform', 'Booking-Request'])"
4154,172,20,1,at 16:15 I want to book,0,0,dict_keys([])
4155,172,21,2,How many people will be with you ?,-1,-1,dict_keys(['Booking-Request'])
4156,172,22,1,8 people,2,1,dict_keys([])
4157,172,23,2,"I ' m sorry , I was unable to reserve rooms . Would you like to try anything else ? What day will you be arriving ? For what time ?",-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
4158,172,24,1,I would arrive on monday at 16:15,2,1,dict_keys([])
4159,172,25,2,"I ' m sorry , I was unable to reserve rooms . Would you like to try anything else ? What time are you looking for a reservation at ?",-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
4160,172,26,1,at 4 pm,2,1,dict_keys([])
4161,172,27,2,We do nt have a place that matches those qualities . can you try something else ?,-1,-1,dict_keys(['Restaurant-NoOffer'])
4162,172,28,1,ok thank you,2,1,dict_keys([])
4163,172,29,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
4164,172,30,1,no thank you,2,1,dict_keys([])
4165,172,31,2,Is there anything else I can help you with ?,-1,-1,dict_keys(['general-reqmore'])
4166,173,0,1,I am looking for a local museum,0,0,dict_keys([])
4167,173,1,2,,-1,-1,dict_keys([])
4168,173,2,1,I want a local museum,2,1,dict_keys([])
4169,173,3,2,"It will be located in the centre . Sure , there are 23 options for you. Do you have a part of town you prefer ?",-1,-1,"dict_keys(['Attraction-Request', 'Attraction-Inform'])"
4170,173,4,1,Entrance fee and phone number,2,1,dict_keys([])
4171,173,5,2,Their entrance fee is free by our system currently . You might want to try the broughton house gallery . The phone number is 01223314960 .,-1,-1,dict_keys(['Attraction-Inform'])
4172,173,6,1,I need a train to cambridge on monday 8:30,0,0,dict_keys([])
4173,173,7,2,Unfortunately the booking was not successful .,-1,-1,dict_keys(['Booking-NoBook'])
4174,173,8,1,I need a train to cambridge on monday 8:30,2,1,dict_keys([])
4175,173,9,2,I have 404 trains that meet your criteria . Where will you be leaving from ? What time would you like to leave ?,-1,-1,"dict_keys(['Train-Request', 'Train-Inform'])"
4176,173,10,1,From kings lynn at 8:30,0,0,dict_keys([])
4177,173,11,2,The arrival time is 05:51 . Their ID is TR7075 . It leaves at 05:00. Would you like me to reserve your train tickets ?,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
4178,173,12,1,Book for 5 people,0,0,dict_keys([])
4179,173,13,2,I have made those reservations and your reference number is 00000000 . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Train-OfferBooked'])"
4180,174,0,1,I am excited about seeing local tourist attractions. The attraction should be in the type of college,5,2,dict_keys([])
